c_mun;un;ano;c_prest;t_Serv;nat_jur_c;FN017;nat_jur_b;Urbanizacao;AG005;AG011;AG021;QD023;IN008;IN013;IN058
311000;MG;2004;31100011;1;0;14.61;0;87;5.22;8.10;9.24;7.29;9.62;12.51;-1.90
311000;MG;2003;31100011;1;0;14.64;0;87;5.18;7.79;9.22;7.41;9.51;36.11;-3.51
311030;MG;2004;31062000;0;1;13.31;0;57;3.66;6.06;7.81;5.89;10.37;9.52;-0.71
311040;MG;2004;31062000;0;1;12.05;0;37;1.91;4.35;6.20;3.43;10.28;-5.26;-0.01
311050;MG;2004;31062000;0;1;13.77;0;69;3.54;6.38;8.05;7.86;10.55;13.17;-1.66
311100;MG;2004;31062000;0;1;13.91;0;50;3.88;6.51;8.25;6.77;10.48;2.60;-0.16
311110;MG;2004;31062000;0;1;13.98;0;70;4.10;6.77;8.47;9.02;10.15;12.65;-0.40
311120;MG;2004;31112011;1;0;14.68;0;93;4.23;7.52;9.69;9.33;9.45;45.93;-1.27
311130;MG;2004;31113011;1;0;13.18;0;88;3.54;6.02;8.13;4.28;9.44;0.00;-0.46
311140;MG;2004;31062000;0;1;12.67;0;59;2.96;5.66;7.24;8.08;10.22;7.22;-0.65
311140;MG;2003;31062000;0;1;12.57;0;59;2.89;5.61;7.19;8.07;10.12;7.34;-0.63
311160;MG;2004;31062000;0;1;14.06;0;67;4.45;6.83;8.60;7.59;10.41;-0.12;-0.36
311180;MG;2004;31062000;0;1;13.59;0;85;3.85;6.35;8.01;8.82;10.44;3.24;-0.69
311180;MG;2003;31062000;0;1;13.51;0;85;3.85;6.33;7.97;8.84;10.29;4.42;-0.69
311190;MG;2004;31062000;0;1;12.70;0;56;3.03;5.25;7.14;5.19;9.91;3.04;0.11
311200;MG;2004;31062000;0;1;13.68;0;63;4.05;6.37;8.14;6.40;10.50;6.43;-0.39
311230;MG;2003;31062000;0;1;14.46;0;64;4.63;7.01;8.76;3.99;10.23;17.95;0.76
311240;MG;2004;31062000;0;1;12.98;0;80;3.20;5.67;7.45;5.65;10.25;3.50;-0.82
311260;MG;2004;31062000;0;1;13.98;0;91;3.82;6.81;8.36;9.22;10.39;18.23;-0.92
311260;MG;2003;31062000;0;1;13.88;0;91;3.82;6.79;8.34;9.21;10.26;18.25;-1.02
311280;MG;2004;31062000;0;1;13.58;0;73;3.84;6.30;7.85;7.82;10.07;25.54;-0.58
311440;MG;2004;31062000;0;1;14.05;0;68;4.12;6.78;8.52;7.15;10.41;-0.72;-0.29
311455;MG;2004;31062000;1;1;13.25;0;62;2.98;5.45;7.13;8.25;10.16;10.64;-0.26
311455;MG;2003;31062000;1;1;12.89;0;62;2.98;5.45;7.08;8.24;9.58;8.74;-0.34
311480;MG;2004;31062000;1;1;12.85;0;53;2.76;4.90;6.87;4.17;10.11;-5.02;-0.04
311500;MG;2003;31062000;0;1;11.61;0;45;2.07;4.53;6.17;0.69;9.97;1.35;-0.60
311510;MG;2004;31062000;0;1;14.00;0;80;3.98;6.82;8.48;7.85;10.55;12.91;-0.53
311530;MG;2004;31062000;0;1;15.44;0;95;5.22;8.28;9.78;4.70;10.54;16.73;-1.24
311530;MG;2003;31062000;0;1;15.36;0;95;5.22;8.29;9.76;7.10;10.55;18.14;-0.89
311550;MG;2004;31062000;1;1;15.28;0;98;4.30;7.25;8.89;6.07;10.37;15.30;-0.62
311580;MG;2004;31062000;0;1;13.68;0;91;3.80;6.29;7.99;8.84;10.38;5.93;-0.43
311580;MG;2003;31062000;0;1;13.60;0;91;3.80;6.29;7.98;8.84;10.17;9.58;-0.45
311660;MG;2004;31062000;0;1;14.12;0;76;4.11;6.92;8.58;9.15;10.07;12.66;-0.73
311710;MG;2004;31062000;0;1;13.33;0;60;3.47;5.90;7.72;6.35;10.33;-5.53;0.10
311787;MG;2004;31062000;0;1;13.69;0;64;3.68;6.03;7.50;6.53;10.83;24.07;-0.15
311787;MG;2003;31062000;1;1;14.07;0;64;3.54;6.06;7.45;6.59;10.75;21.28;-0.73
311790;MG;2004;31062000;1;1;13.64;0;70;3.25;5.85;7.76;6.82;10.32;32.60;-1.11
311830;MG;2004;31062000;1;1;16.42;0;97;5.53;8.61;10.32;11.55;10.16;23.34;-0.17
311830;MG;2003;31062000;1;1;16.34;0;97;5.52;8.62;10.29;9.34;10.02;26.37;-0.17
311860;MG;2004;31062000;1;1;17.99;0;99;7.44;10.43;11.83;11.07;10.59;26.94;-0.01
311860;MG;2003;31062000;1;1;17.89;0;99;7.42;10.46;11.82;11.01;10.52;17.85;0.11
311870;MG;2004;31187011;1;0;12.78;0;64;3.36;6.00;7.64;6.29;9.15;32.34;-0.62
311870;MG;2003;31187011;1;0;12.77;0;64;3.36;5.98;7.62;6.16;9.20;32.59;-0.87
311880;MG;2004;31062000;0;1;13.66;0;54;3.42;6.28;8.15;1.79;10.56;21.34;-0.53
311910;MG;2004;31062000;1;1;14.90;0;87;4.72;7.03;8.80;3.85;10.11;16.52;-0.25
311910;MG;2003;31062000;1;1;14.80;0;87;4.72;7.05;8.78;4.32;9.99;23.85;-0.30
311940;MG;2004;31062000;1;1;16.17;0;99;5.13;8.38;10.07;6.14;10.30;43.83;-0.56
311940;MG;2003;31062000;1;1;16.12;0;99;5.13;8.42;10.05;2.71;10.27;46.03;-0.56
312020;MG;2004;31062000;0;1;13.48;0;69;3.24;6.06;7.84;5.89;10.42;-4.22;-0.12
312080;MG;2004;31062000;0;1;13.93;0;88;3.70;6.50;8.33;5.61;10.38;8.42;-0.48
312090;MG;2004;31062000;0;1;15.42;0;88;5.54;8.09;9.80;6.85;10.26;28.84;-0.31
312090;MG;2003;31062000;0;1;15.34;0;88;5.54;8.10;9.78;5.11;10.13;32.41;-0.30
312120;MG;2004;31062000;0;1;12.93;0;71;2.74;5.49;7.26;6.98;10.75;1.75;-2.41
312160;MG;2004;31062000;1;1;15.11;0;85;4.62;7.44;9.10;2.71;10.15;6.54;-0.26
312160;MG;2003;31062000;1;1;15.04;0;85;4.57;7.46;9.06;4.68;10.06;17.69;-0.40
312210;MG;2004;31062000;0;1;12.69;0;58;2.09;4.86;6.67;1.10;10.52;30.47;-0.36
312230;MG;2004;31062000;0;1;16.62;0;97;6.68;9.46;10.87;10.70;10.42;17.05;-0.34
312230;MG;2003;31062000;0;1;16.54;0;97;6.67;9.46;10.84;10.85;10.24;15.75;-0.36
312240;MG;2004;31062000;0;1;12.97;0;78;3.26;5.52;7.35;5.01;10.61;11.02;0.10
312250;MG;2004;31062000;0;1;13.15;0;87;2.97;5.52;7.35;2.20;10.38;13.37;-0.60
312320;MG;2004;31062000;1;1;14.48;0;92;4.36;6.72;8.51;5.81;10.25;15.35;-0.07
312370;MG;2004;31062000;0;1;13.19;0;78;2.71;5.60;7.46;1.79;9.95;20.12;-0.69
312380;MG;2004;31062000;0;1;12.84;0;67;3.32;5.36;7.25;0.69;10.60;22.36;-0.19
312380;MG;2003;31062000;0;1;12.74;0;67;3.32;5.36;7.21;3.58;10.35;25.86;-0.25
312410;MG;2004;31062000;1;1;14.82;0;81;4.62;7.18;8.99;7.80;10.21;-0.11;0.47
312410;MG;2003;31062000;1;1;14.66;0;81;4.08;7.17;8.95;7.64;10.01;6.36;0.09
312430;MG;2004;31062000;0;1;14.27;0;54;4.26;6.87;8.68;7.59;10.27;20.41;-0.53
312450;MG;2004;31062000;0;1;12.72;0;43;3.09;5.48;7.19;5.86;10.55;12.21;-0.56
312490;MG;2004;31062000;0;1;13.09;0;58;3.06;5.83;7.56;2.71;10.22;-0.03;-1.47
312490;MG;2003;31062000;0;1;13.02;0;58;3.06;5.84;7.55;4.34;10.19;9.78;-1.08
312510;MG;2004;31062000;0;1;14.29;0;67;4.00;7.08;8.59;8.57;10.16;12.28;-1.56
312570;MG;2004;31062000;0;1;13.71;0;74;4.13;6.22;8.01;4.33;10.11;13.98;-0.14
312600;MG;2004;31062000;0;1;13.37;0;68;3.12;5.70;7.39;5.77;10.58;31.95;-0.03
312600;MG;2003;31062000;0;1;13.22;0;68;3.12;5.72;7.35;4.22;10.48;27.21;-0.54
312610;MG;2004;31261011;1;0;14.95;0;88;5.52;9.01;9.86;8.43;9.33;0.00;-0.49
312630;MG;2004;31062000;0;1;12.84;0;71;2.67;5.19;6.93;6.44;10.56;7.56;-0.65
312660;MG;2003;31062000;0;1;12.49;0;58;2.37;4.41;6.22;2.56;10.17;9.83;0.10
312710;MG;2004;31062000;1;1;15.57;0;84;4.96;7.77;9.51;10.73;10.09;3.45;-0.39
312710;MG;2003;31062000;1;1;15.45;0;84;4.95;7.80;9.51;10.73;9.92;13.27;-0.49
312770;MG;2003;31277011;1;0;16.45;0;96;6.37;9.74;11.07;9.73;9.46;35.81;-0.62
312780;MG;2004;31062000;0;1;13.26;0;34;2.59;5.30;7.17;3.33;10.37;6.84;0.83
312810;MG;2004;31281011;1;0;12.86;0;46;3.64;6.40;8.02;7.01;9.44;43.96;-2.21
312870;MG;2004;31062000;0;1;15.02;0;91;5.33;7.93;9.55;8.98;10.48;11.93;-0.56
312910;MG;2004;31062000;0;1;12.40;0;41;2.67;5.09;6.84;7.70;10.50;-1.85;-0.69
312910;MG;2003;31062000;0;1;12.36;0;41;2.67;5.11;6.84;7.70;10.37;-2.08;-0.63
312920;MG;2004;31062000;0;1;12.91;0;75;3.05;5.54;7.35;6.66;10.31;-9.42;-1.39
312930;MG;2004;31062000;0;1;13.23;0;66;2.91;5.68;7.50;6.78;10.54;6.77;0.04
312960;MG;2004;31062000;0;1;12.85;0;71;3.22;5.38;7.27;0.00;10.14;-2.33;-0.82
312970;MG;2004;31062000;0;1;13.15;0;66;3.23;6.02;7.70;7.24;10.23;-6.78;-2.53
312980;MG;2004;31062000;1;1;16.26;0;99;5.47;8.69;10.43;10.05;9.95;31.67;0.09
312980;MG;2003;31062000;0;1;16.15;0;99;5.46;8.71;10.40;9.99;10.01;27.13;-0.42
313010;MG;2004;31062000;0;1;14.88;0;93;4.42;7.28;9.01;7.82;10.64;38.56;-0.08
313010;MG;2003;31062000;0;1;14.79;0;93;4.42;7.31;8.98;7.68;10.47;32.50;-0.58
313050;MG;2004;31062000;0;1;13.46;0;73;3.80;6.06;7.93;7.45;10.70;5.87;-0.39
313060;MG;2004;31062000;0;1;13.00;0;50;2.72;5.51;7.15;4.98;10.31;-1.19;-0.51
313130;MG;2004;31062000;1;1;17.14;0;99;6.30;9.25;10.85;8.59;10.37;45.51;-0.19
313130;MG;2003;31062000;1;1;17.07;0;99;6.29;9.28;10.83;11.34;10.19;47.07;-0.20
313150;MG;2004;31062000;0;1;13.24;0;74;3.02;5.96;7.64;5.48;10.55;-0.20;-0.92
313170;MG;2004;31317011;1;0;15.77;0;91;5.77;8.61;10.15;9.42;9.97;39.43;-0.22
313180;MG;2004;31062000;1;1;13.28;0;66;2.70;5.67;7.45;0.69;10.26;0.07;-0.73
313220;MG;2004;31322011;1;0;13.07;0;69;4.20;6.54;8.03;6.97;9.62;1.63;-1.66
313220;MG;2003;31322011;1;0;13.01;0;69;4.06;6.51;7.97;6.87;9.54;1.39;-2.21
313240;MG;2004;31062000;1;1;16.17;0;92;5.96;8.59;10.07;10.03;10.37;8.35;-0.97
313240;MG;2003;31062000;1;1;16.06;0;92;5.95;8.60;10.05;10.70;10.23;8.59;-0.89
313320;MG;2004;31062000;0;1;13.34;0;64;2.89;6.06;7.91;1.61;10.27;23.77;-2.53
313340;MG;2004;31062000;0;1;13.53;0;59;3.69;6.30;7.89;9.43;10.42;7.44;-0.06
313350;MG;2004;31062000;0;1;14.03;0;76;4.07;6.70;8.46;9.11;9.97;2.52;-0.25
313350;MG;2003;31062000;0;1;13.93;0;76;4.15;6.73;8.45;9.02;9.84;0.15;-0.30
313375;MG;2004;31062000;0;1;13.99;0;97;3.50;6.84;8.50;7.79;10.25;11.10;-0.12
313380;MG;2004;31338011;1;0;15.54;0;93;5.87;8.50;10.09;9.60;9.37;35.97;-1.61
313380;MG;2003;31338011;1;0;15.52;0;93;5.83;8.50;10.06;9.60;9.30;33.46;-1.43
313400;MG;2004;31340011;1;0;12.23;0;41;3.95;5.52;7.92;6.87;8.65;13.19;-0.17
313420;MG;2004;31342011;1;0;15.83;0;94;5.95;8.70;10.24;8.98;9.78;22.08;-0.43
313420;MG;2003;31342011;1;0;15.72;0;94;5.94;8.67;10.22;8.74;9.65;23.18;-0.43
313430;MG;2004;31062000;0;1;12.41;0;74;2.94;5.06;6.89;4.79;9.80;5.16;-0.82
313440;MG;2004;31062000;1;1;15.08;0;93;4.66;7.33;9.07;10.27;10.20;11.51;-0.27
313440;MG;2003;31062000;1;1;14.99;0;93;4.65;7.31;9.04;10.27;10.12;11.36;-0.30
313480;MG;2004;31062000;0;1;13.03;0;54;2.95;5.54;7.38;5.86;10.17;4.37;-0.05
313505;MG;2004;31062000;0;1;13.76;0;48;4.17;6.46;8.29;7.09;10.29;8.04;-0.92
313510;MG;2004;31062000;0;1;15.09;0;87;5.47;7.87;9.57;9.71;10.21;3.38;-2.30
313510;MG;2003;31062000;0;1;14.97;0;87;5.45;7.90;9.55;7.00;10.02;5.85;-2.21
313520;MG;2004;31062000;1;1;14.98;0;56;5.06;7.51;9.24;6.23;10.29;7.58;-0.56
313520;MG;2003;31062000;1;1;14.92;0;56;5.06;7.54;9.22;8.73;10.14;14.73;-0.62
313630;MG;2004;31062000;1;1;14.86;0;78;4.70;7.36;9.06;5.61;10.11;17.36;-0.17
313630;MG;2003;31062000;1;1;14.39;0;78;4.68;7.39;9.04;5.61;10.13;12.24;-0.13
313665;MG;2004;31062000;0;1;14.25;0;97;3.66;6.81;8.37;7.47;10.64;36.07;-0.22
313665;MG;2003;31062000;0;1;14.13;0;97;3.61;6.81;8.34;7.45;10.53;37.88;-0.82
313670;MG;2003;31367011;1;0;17.64;0;99;6.74;10.31;11.48;9.16;10.20;27.10;-0.65
313760;MG;2004;31062000;1;1;15.66;0;93;5.13;8.03;9.52;8.59;10.43;32.37;-0.20
313760;MG;2003;31062000;1;1;15.46;0;93;5.10;8.06;9.48;8.62;10.33;36.52;-0.73
313820;MG;2004;31062000;1;1;16.01;0;94;5.52;8.58;10.11;10.98;10.32;11.58;0.03
313820;MG;2003;31062000;0;1;15.71;0;94;5.52;8.60;10.08;8.79;10.24;14.29;0.03
313900;MG;2004;31390011;1;0;14.31;0;77;4.47;7.51;9.09;6.40;9.70;9.22;-0.39
313980;MG;2004;31062000;0;1;13.56;0;86;3.67;6.20;8.03;4.42;10.02;23.21;-0.21
313980;MG;2003;31062000;0;1;13.44;0;86;3.68;6.21;8.02;5.77;9.44;26.76;-0.29
314015;MG;2004;31062000;0;1;13.84;0;75;3.51;6.28;8.08;7.22;10.64;11.57;0.34
314015;MG;2003;31062000;0;1;13.69;0;75;3.50;6.27;8.03;6.61;10.60;22.23;-0.34
314020;MG;2004;31062000;0;1;12.06;0;72;2.52;4.74;6.46;1.79;9.68;7.43;0.08
314050;MG;2004;31062000;1;1;13.61;0;79;3.73;6.10;7.81;2.08;10.32;15.04;0.00
314070;MG;2004;31062000;0;1;14.41;0;84;4.57;6.88;8.54;7.46;10.61;22.86;0.06
314070;MG;2003;31062000;0;1;14.35;0;84;4.57;6.87;8.51;7.41;10.44;26.49;-0.54
314080;MG;2004;31062000;0;1;13.73;0;94;3.84;6.21;7.96;4.55;10.19;33.10;-0.56
314110;MG;2004;31062000;1;1;15.16;0;92;4.99;7.38;9.02;5.04;10.15;28.73;-0.05
314110;MG;2003;31062000;1;1;15.05;0;92;4.99;7.41;8.99;0.00;10.08;28.20;-0.05
314180;MG;2003;31062000;0;1;13.51;0;25;3.33;6.06;7.75;2.30;10.27;8.42;0.14
314210;MG;2004;31062000;0;1;13.08;0;50;2.84;5.71;7.50;1.10;10.57;3.45;-1.20
314210;MG;2003;31062000;0;1;13.00;0;50;2.83;5.74;7.47;4.51;10.41;3.97;-0.99
314220;MG;2004;31062000;0;1;13.50;0;76;3.44;6.35;7.99;2.30;10.31;7.86;-1.66
314220;MG;2003;31062000;0;1;13.38;0;76;3.45;6.37;7.96;4.28;9.80;14.04;-1.83
314300;MG;2004;31062000;0;1;13.45;0;62;3.74;6.12;7.87;7.90;10.37;0.73;-0.92
314320;MG;2004;31062000;0;1;14.09;0;74;4.54;6.90;8.62;7.66;10.50;6.89;-2.21
314330;MG;2004;31062000;1;1;17.36;0;94;6.79;9.54;11.30;10.28;10.37;41.51;-0.56
314330;MG;2003;31062000;1;1;17.33;0;94;6.79;9.56;11.28;8.14;10.24;42.11;-0.53
314340;MG;2004;31062000;1;1;14.36;0;70;4.14;7.01;8.47;8.39;10.14;19.19;0.07
314340;MG;2003;31062000;1;1;14.18;0;70;4.14;6.99;8.43;8.22;10.08;26.82;0.00
314350;MG;2004;31062000;0;1;13.20;0;75;3.70;5.91;7.70;3.53;10.26;4.85;-0.37
314390;MG;2003;31439011;1;0;16.13;0;91;5.97;8.55;10.20;8.02;9.19;18.56;-0.87
314410;MG;2004;31062000;0;1;14.15;0;70;4.54;6.87;8.56;8.06;10.33;-0.36;-0.43
314450;MG;2004;31062000;0;1;13.16;0;79;3.37;5.75;7.69;5.70;10.26;-2.78;-0.40
314460;MG;2004;31446011;1;0;13.59;0;73;3.91;7.09;8.79;7.05;9.34;40.50;-0.63
314480;MG;2004;31062000;0;1;15.74;0;98;5.55;8.30;9.83;8.89;10.62;35.73;-0.21
314480;MG;2003;31062000;0;1;15.63;0;98;5.39;8.30;9.81;9.18;10.45;31.59;-0.69
314510;MG;2004;31062000;0;1;13.54;0;51;3.57;6.01;7.83;7.37;10.38;-6.73;0.38
314520;MG;2004;31062000;1;1;15.56;0;94;4.92;7.78;9.42;10.29;10.37;10.27;0.34
314520;MG;2003;31062000;1;1;15.44;0;94;4.91;7.74;9.35;10.61;10.20;14.72;0.10
313660;MG;2004;31062000;0;1;12.37;0;26;2.51;4.61;6.44;4.43;10.00;11.93;-0.78
314560;MG;2004;31456011;1;0;14.54;0;86;4.96;7.42;9.29;7.49;9.89;34.44;-1.56
314560;MG;2003;31456011;1;0;14.37;0;86;4.93;7.48;9.27;7.71;9.85;30.78;-1.61
314590;MG;2004;31062000;1;1;15.47;0;87;4.95;7.35;9.05;6.37;10.13;26.11;-0.48
314640;MG;2004;31062000;0;1;12.85;0;70;2.99;5.40;7.26;2.83;10.39;-7.85;-0.29
314640;MG;2003;31062000;0;1;12.77;0;70;2.99;5.41;7.24;2.48;10.22;-1.13;-0.36
314655;MG;2004;31062000;0;1;11.88;0;27;2.44;4.28;6.26;3.99;10.06;-28.89;0.03
314655;MG;2003;31062000;0;1;11.71;0;27;2.41;4.23;6.18;3.56;9.51;20.90;-0.40
314700;MG;2004;31062000;1;1;15.84;0;84;5.41;7.99;9.79;6.53;10.33;24.71;0.51
314700;MG;2003;31062000;1;1;15.69;0;84;5.41;7.99;9.76;6.50;10.28;19.72;0.46
314720;MG;2004;31472011;1;0;13.53;1;77;4.08;7.00;8.57;8.06;9.81;4.59;-0.04
314790;MG;2004;31479011;1;0;15.45;0;92;6.01;8.89;10.25;9.03;10.32;12.56;-0.58
314800;MG;2003;31062000;0;1;15.99;0;90;6.20;8.91;10.43;7.51;10.24;14.34;-0.24
314820;MG;2004;31062000;0;1;12.78;0;70;3.00;5.46;7.28;4.36;10.41;22.40;-0.29
314820;MG;2003;31062000;0;1;12.68;0;70;3.00;5.50;7.24;4.71;10.30;18.55;-0.92
314860;MG;2003;31062000;0;1;13.41;0;46;3.22;6.08;7.83;3.00;10.31;22.08;-0.53
314910;MG;2004;31062000;1;1;13.47;0;44;2.97;5.67;7.49;8.59;10.15;30.70;-1.90
314930;MG;2004;31062000;1;1;15.81;0;81;5.47;8.07;9.66;8.68;10.43;32.06;-0.07
314930;MG;2003;31062000;1;1;15.75;0;81;5.47;8.10;9.64;8.76;10.52;32.49;-0.65
314970;MG;2004;31062000;0;1;13.24;0;78;3.53;5.81;7.54;6.44;10.37;0.42;-0.56
314990;MG;2004;31062000;0;1;14.15;0;84;4.09;6.82;8.57;7.27;10.39;13.82;-0.42
315057;MG;2003;31062000;0;1;11.94;0;32;2.31;4.53;6.44;5.11;9.79;0.58;-0.76
315120;MG;2003;31512011;0;0;14.81;0;98;5.45;8.22;9.61;10.57;9.86;24.64;-1.05
315170;MG;2004;31062000;0;1;13.55;0;56;3.56;6.25;7.96;7.48;10.17;7.10;-3.00
315180;MG;2004;31518011;1;0;16.65;0;96;6.81;9.06;10.72;9.19;10.19;31.86;-3.51
315200;MG;2004;31062000;0;1;14.42;0;85;4.75;7.16;8.85;4.74;10.16;19.62;-0.20
315200;MG;2003;31062000;0;1;14.33;0;85;4.72;7.15;8.80;3.99;10.04;19.14;-0.24
315210;MG;2004;31521011;1;0;15.23;0;89;5.04;8.11;9.51;9.41;9.73;40.96;-0.21
315250;MG;2004;31062000;1;1;16.44;0;92;6.07;8.77;10.36;11.22;10.22;27.93;-0.67
315250;MG;2003;31062000;1;1;16.36;0;92;6.06;8.78;10.33;11.44;10.08;30.69;-0.69
315280;MG;2004;31062000;0;1;14.21;0;73;4.37;7.08;8.65;9.55;10.28;13.08;-0.43
315280;MG;2003;31062000;0;1;14.14;0;73;4.37;7.08;8.63;9.56;10.22;16.43;-0.42
315370;MG;2004;31062000;0;1;12.41;0;79;3.08;5.08;6.95;1.95;10.90;-8.82;-0.51
315390;MG;2004;31062000;1;1;14.44;0;94;3.94;6.53;8.36;7.74;10.42;17.72;0.29
315390;MG;2003;31062000;1;1;14.36;0;94;3.94;6.55;8.35;7.73;10.34;25.06;0.19
315420;MG;2004;31062000;0;1;13.59;0;74;3.66;6.10;7.96;6.33;10.41;-7.52;-0.06
315430;MG;2004;31062000;0;1;13.94;0;78;3.37;6.78;8.32;2.20;10.32;3.42;-1.43
315450;MG;2004;31062000;0;1;12.37;0;33;2.65;4.96;6.80;4.16;10.30;8.21;-0.51
315450;MG;2003;31062000;0;1;12.20;0;33;2.64;4.96;6.79;4.09;10.03;12.78;-0.58
315460;MG;2004;31062000;1;1;17.01;0;99;6.66;9.25;11.00;10.45;10.11;39.13;-0.02
315460;MG;2003;31062000;1;1;16.93;0;99;6.58;9.29;10.97;10.57;10.14;40.95;-0.20
315470;MG;2004;31062000;0;1;12.88;0;91;2.65;5.40;7.09;5.48;11.50;6.74;0.19
315530;MG;2004;31062000;0;1;13.06;0;62;1.39;4.80;6.61;4.92;10.55;10.02;0.37
315530;MG;2003;31062000;0;1;12.97;0;62;1.39;4.60;6.59;3.18;10.56;9.37;-0.25
315580;MG;2004;31062000;0;1;13.97;0;81;3.70;6.74;8.37;3.56;10.35;10.17;-1.17
315670;MG;2004;31062000;0;1;16.12;0;98;6.07;8.68;10.24;9.69;10.60;44.58;-0.24
315670;MG;2003;31062000;0;1;15.99;0;98;6.02;8.69;10.22;9.61;10.45;41.83;-0.76
315690;MG;2004;31569011;1;0;13.99;0;74;4.09;7.01;8.78;7.47;9.35;21.43;-0.84
315690;MG;2003;31569011;1;0;13.98;0;74;4.09;7.05;8.75;7.28;9.33;21.87;-0.82
315700;MG;2004;31062000;0;1;14.63;0;72;5.01;7.22;9.00;5.04;10.37;4.19;-0.40
315780;MG;2004;31062000;1;1;16.86;0;100;6.39;9.06;10.69;10.17;10.45;35.24;0.03
315780;MG;2003;31062000;1;1;16.82;0;100;6.26;9.10;10.68;10.05;10.46;37.95;-0.03
315830;MG;2004;31062000;1;1;13.40;0;62;2.94;5.46;7.28;6.90;10.62;8.26;-0.65
315880;MG;2004;31062000;0;1;12.71;0;94;2.89;5.46;7.32;5.19;10.33;-1.33;-3.91
315920;MG;2004;31062000;0;1;13.07;0;59;3.01;5.75;7.46;4.94;10.39;6.56;-1.08
315940;MG;2003;31062000;0;1;11.75;0;56;1.99;4.52;6.28;2.08;10.81;-28.97;-0.19
315960;MG;2004;31062000;1;1;15.21;0;82;4.39;7.48;9.08;8.67;10.24;23.73;0.05
315960;MG;2003;31062000;1;1;15.12;0;82;4.39;7.47;9.04;7.74;10.03;25.77;0.34
315980;MG;2004;31062000;0;1;13.98;0;77;4.18;6.68;8.37;9.22;10.32;5.83;-0.58
315980;MG;2003;31062000;0;1;13.92;0;77;4.18;6.67;8.34;9.22;10.20;4.76;-0.46
315990;MG;2004;31062000;0;1;13.73;0;87;3.79;6.42;8.16;6.73;10.42;11.12;-0.22
316070;MG;2004;31062000;0;1;14.92;0;86;4.61;7.66;9.33;4.58;10.34;22.21;-0.45
316070;MG;2003;31062000;0;1;14.82;0;86;4.61;7.68;9.32;6.04;10.18;19.83;-0.69
316080;MG;2004;31062000;0;1;12.61;0;92;2.77;5.24;7.06;5.64;9.71;-15.47;-0.16
316105;MG;2004;31062000;0;1;11.74;0;43;1.55;4.17;6.15;1.10;10.07;-0.15;-0.20
316120;MG;2004;31062000;0;1;12.99;0;64;3.03;5.36;7.21;5.19;10.33;6.55;-0.43
316250;MG;2004;31062000;1;1;13.50;0;94;2.56;5.56;7.70;5.83;10.04;50.14;-2.41
316255;MG;2004;31062000;1;1;13.04;0;42;2.33;5.09;7.03;4.93;8.75;27.65;-0.05
316270;MG;2004;31062000;0;1;13.77;0;39;3.38;6.11;8.02;4.56;10.45;18.49;-0.21
316280;MG;2003;31062000;0;1;13.54;0;60;3.16;6.12;7.81;7.28;10.26;14.43;-0.29
316290;MG;2004;31062000;0;1;14.50;0;94;4.32;7.24;8.86;4.13;10.57;18.25;-1.24
316290;MG;2003;31062000;0;1;14.51;0;94;4.31;7.25;8.83;6.70;10.74;18.77;-0.89
316292;MG;2004;31062000;0;1;14.39;0;76;4.19;6.92;8.60;7.35;10.70;14.94;0.18
316292;MG;2003;31062000;0;1;14.10;0;76;4.19;6.82;8.46;7.28;10.60;-12.17;-0.09
316294;MG;2004;31062000;0;1;12.22;0;71;2.47;4.78;6.49;6.27;9.96;-5.96;-0.21
316295;MG;2004;31062000;1;1;14.67;0;59;4.46;6.79;8.47;7.96;10.62;48.91;-0.33
316295;MG;2003;31062000;1;1;14.51;0;59;4.46;6.82;8.43;7.95;10.47;46.73;-0.69
316300;MG;2004;31062000;0;1;12.49;0;69;1.98;4.70;6.60;0.00;10.38;13.11;-2.66
316430;MG;2004;31062000;0;1;12.81;0;59;2.91;5.50;7.27;6.96;10.38;15.32;-1.31
316470;MG;2004;31062000;0;1;15.34;0;89;5.57;8.21;9.81;9.04;10.22;0.17;-0.01
316500;MG;2004;31062000;1;1;13.67;0;73;3.38;6.00;7.80;5.89;10.13;-10.48;-0.58
316540;MG;2004;31062000;1;1;13.30;0;49;3.22;5.21;7.05;7.50;10.16;10.66;-1.97
316553;MG;2004;31062000;0;1;14.39;0;85;4.14;6.94;8.71;7.48;11.12;17.54;0.22
316553;MG;2003;31062000;0;1;14.26;0;85;4.13;6.94;8.67;7.72;10.91;20.40;-0.39
316680;MG;2003;31062000;0;1;13.40;0;70;3.48;5.86;7.63;1.61;10.21;-4.93;0.29
316690;MG;2004;31062000;0;1;13.28;0;83;3.32;5.92;7.59;5.70;10.31;-4.96;-0.67
316710;MG;2003;31062000;0;1;13.70;0;56;4.34;6.26;8.01;3.87;10.14;10.45;0.18
316720;MG;2004;31672011;1;0;16.64;0;98;6.88;9.26;10.93;9.49;9.43;59.41;-0.36
316720;MG;2003;31672011;1;0;16.58;0;98;6.85;9.21;10.90;9.84;8.98;64.47;-0.62
316760;MG;2003;31062000;0;1;13.09;0;38;2.64;5.64;7.27;3.87;10.37;14.55;-0.56
316840;MG;2004;31062000;0;1;13.22;0;41;2.73;5.73;7.50;2.30;10.06;15.94;-0.87
316860;MG;2004;31062000;1;1;16.33;0;79;5.42;8.61;10.34;5.26;10.33;25.21;-1.47
